,Filename,ClassId
56,./data/Train/00021/00001_00026.ppm,21
214,./data/Train/00033/00007_00004.ppm,33
151,./data/Train/00009/00005_00001.ppm,9
360,./data/Train/00030/00012_00000.ppm,30
83,./data/Train/00016/00002_00023.ppm,16
203,./data/Train/00003/00006_00023.ppm,3
866,./data/Train/00013/00028_00026.ppm,13
847,./data/Train/00007/00028_00007.ppm,7
1366,./data/Train/00038/00045_00016.ppm,38
202,./data/Train/00020/00006_00022.ppm,20
1,./data/Train/00040/00000_00001.ppm,40
566,./data/Train/00008/00018_00026.ppm,8
407,./data/Train/00011/00013_00017.ppm,11
1557,./data/Train/00005/00051_00027.ppm,5
1769,./data/Train/00002/00058_00029.ppm,2
1200,./data/Train/00004/00040_00000.ppm,4
1324,./data/Train/00004/00044_00004.ppm,4
1625,./data/Train/00005/00054_00005.ppm,5
903,./data/Train/00017/00030_00003.ppm,17
59,./data/Train/00000/00001_00029.ppm,0
17,./data/Train/00024/00000_00017.ppm,24
448,./data/Train/00001/00014_00028.ppm,1
1236,./data/Train/00005/00041_00006.ppm,5
59,./data/Train/00031/00001_00029.ppm,31
337,./data/Train/00015/00011_00007.ppm,15
139,./data/Train/00011/00004_00019.ppm,11
1834,./data/Train/00010/00061_00004.ppm,10
59,./data/Train/00032/00001_00029.ppm,32
872,./data/Train/00038/00029_00002.ppm,38
255,./data/Train/00017/00008_00015.ppm,17
469,./data/Train/00005/00015_00019.ppm,5
124,./data/Train/00012/00004_00004.ppm,12
52,./data/Train/00024/00001_00022.ppm,24
1040,./data/Train/00035/00034_00020.ppm,35
1642,./data/Train/00004/00054_00022.ppm,4
877,./data/Train/00003/00029_00007.ppm,3
57,./data/Train/00005/00001_00027.ppm,5
1360,./data/Train/00002/00045_00010.ppm,2
172,./data/Train/00005/00005_00022.ppm,5
718,./data/Train/00018/00023_00028.ppm,18
1739,./data/Train/00012/00057_00029.ppm,12
23,./data/Train/00036/00000_00023.ppm,36
790,./data/Train/00018/00026_00010.ppm,18
116,./data/Train/00034/00003_00026.ppm,34
100,./data/Train/00018/00003_00010.ppm,18
618,./data/Train/00012/00020_00018.ppm,12
263,./data/Train/00020/00008_00023.ppm,20
1673,./data/Train/00012/00055_00023.ppm,12
1187,./data/Train/00003/00039_00017.ppm,3
768,./data/Train/00008/00025_00018.ppm,8
34,./data/Train/00041/00001_00004.ppm,41
461,./data/Train/00026/00015_00011.ppm,26
283,./data/Train/00038/00009_00013.ppm,38
253,./data/Train/00025/00008_00013.ppm,25
594,./data/Train/00013/00019_00024.ppm,13
902,./data/Train/00001/00030_00002.ppm,1
276,./data/Train/00006/00009_00006.ppm,6
363,./data/Train/00009/00012_00003.ppm,9
671,./data/Train/00025/00022_00011.ppm,25
902,./data/Train/00025/00030_00002.ppm,25
160,./data/Train/00026/00005_00010.ppm,26
550,./data/Train/00026/00018_00010.ppm,26
1173,./data/Train/00004/00039_00003.ppm,4
1372,./data/Train/00009/00045_00022.ppm,9
666,./data/Train/00018/00022_00006.ppm,18
37,./data/Train/00041/00001_00007.ppm,41
2121,./data/Train/00001/00070_00021.ppm,1
1179,./data/Train/00010/00039_00009.ppm,10
188,./data/Train/00017/00006_00008.ppm,17
28,./data/Train/00022/00000_00028.ppm,22
28,./data/Train/00013/00000_00028.ppm,13
18,./data/Train/00032/00000_00018.ppm,32
1359,./data/Train/00013/00045_00009.ppm,13
695,./data/Train/00005/00023_00005.ppm,5
831,./data/Train/00003/00027_00021.ppm,3
269,./data/Train/00038/00008_00029.ppm,38
50,./data/Train/00009/00001_00020.ppm,9
464,./data/Train/00013/00015_00014.ppm,13
714,./data/Train/00007/00023_00024.ppm,7
1131,./data/Train/00013/00037_00021.ppm,13
290,./data/Train/00028/00009_00020.ppm,28
689,./data/Train/00017/00022_00029.ppm,17
409,./data/Train/00004/00013_00019.ppm,4
124,./data/Train/00025/00004_00004.ppm,25
332,./data/Train/00016/00011_00002.ppm,16
636,./data/Train/00017/00021_00006.ppm,17
127,./data/Train/00040/00004_00007.ppm,40
146,./data/Train/00004/00004_00026.ppm,4
199,./data/Train/00023/00006_00019.ppm,23
1175,./data/Train/00011/00039_00005.ppm,11
1288,./data/Train/00008/00042_00028.ppm,8
1885,./data/Train/00002/00062_00025.ppm,2
618,./data/Train/00035/00020_00018.ppm,35
909,./data/Train/00038/00030_00009.ppm,38
282,./data/Train/00017/00009_00012.ppm,17
1319,./data/Train/00011/00043_00029.ppm,11
694,./data/Train/00002/00023_00004.ppm,2
175,./data/Train/00002/00005_00025.ppm,2
243,./data/Train/00025/00008_00003.ppm,25
150,./data/Train/00019/00005_00000.ppm,19
1223,./data/Train/00012/00040_00023.ppm,12
1304,./data/Train/00001/00043_00014.ppm,1
154,./data/Train/00037/00005_00004.ppm,37
1669,./data/Train/00001/00055_00019.ppm,1
331,./data/Train/00010/00011_00001.ppm,10
158,./data/Train/00028/00005_00008.ppm,28
832,./data/Train/00005/00027_00022.ppm,5
2069,./data/Train/00001/00068_00029.ppm,1
71,./data/Train/00019/00002_00011.ppm,19
497,./data/Train/00014/00016_00017.ppm,14
603,./data/Train/00013/00020_00003.ppm,13
644,./data/Train/00003/00021_00014.ppm,3
1174,./data/Train/00002/00039_00004.ppm,2
741,./data/Train/00005/00024_00021.ppm,5
1150,./data/Train/00035/00038_00010.ppm,35
355,./data/Train/00020/00011_00025.ppm,20
152,./data/Train/00021/00005_00002.ppm,21
1148,./data/Train/00018/00038_00008.ppm,18
470,./data/Train/00033/00015_00020.ppm,33
380,./data/Train/00025/00012_00020.ppm,25
270,./data/Train/00007/00009_00000.ppm,7
686,./data/Train/00013/00022_00026.ppm,13
1047,./data/Train/00038/00034_00027.ppm,38
414,./data/Train/00031/00013_00024.ppm,31
966,./data/Train/00035/00032_00006.ppm,35
220,./data/Train/00032/00007_00010.ppm,32
139,./data/Train/00010/00004_00019.ppm,10
665,./data/Train/00035/00022_00005.ppm,35
143,./data/Train/00015/00004_00023.ppm,15
554,./data/Train/00010/00018_00014.ppm,10
92,./data/Train/00016/00003_00002.ppm,16
1905,./data/Train/00038/00063_00015.ppm,38
52,./data/Train/00020/00001_00022.ppm,20
1963,./data/Train/00012/00065_00013.ppm,12
1160,./data/Train/00012/00038_00020.ppm,12
1076,./data/Train/00008/00035_00026.ppm,8
473,./data/Train/00009/00015_00023.ppm,9
1043,./data/Train/00003/00034_00023.ppm,3
349,./data/Train/00015/00011_00019.ppm,15
842,./data/Train/00007/00028_00002.ppm,7
31,./data/Train/00008/00001_00001.ppm,8
279,./data/Train/00017/00009_00009.ppm,17
71,./data/Train/00041/00002_00011.ppm,41
817,./data/Train/00017/00027_00007.ppm,17
2200,./data/Train/00001/00073_00010.ppm,1
259,./data/Train/00002/00008_00019.ppm,2
349,./data/Train/00013/00011_00019.ppm,13
1666,./data/Train/00001/00055_00016.ppm,1
893,./data/Train/00017/00029_00023.ppm,17
644,./data/Train/00002/00021_00014.ppm,2
966,./data/Train/00007/00032_00006.ppm,7
111,./data/Train/00017/00003_00021.ppm,17
308,./data/Train/00005/00010_00008.ppm,5
131,./data/Train/00009/00004_00011.ppm,9
1,./data/Train/00012/00000_00001.ppm,12
446,./data/Train/00001/00014_00026.ppm,1
918,./data/Train/00013/00030_00018.ppm,13
832,./data/Train/00008/00027_00022.ppm,8
1011,./data/Train/00035/00033_00021.ppm,35
1064,./data/Train/00035/00035_00014.ppm,35
894,./data/Train/00004/00029_00024.ppm,4
264,./data/Train/00028/00008_00024.ppm,28
178,./data/Train/00021/00005_00028.ppm,21
956,./data/Train/00007/00031_00026.ppm,7
704,./data/Train/00008/00023_00014.ppm,8
163,./data/Train/00032/00005_00013.ppm,32
1432,./data/Train/00004/00047_00022.ppm,4
217,./data/Train/00018/00007_00007.ppm,18
482,./data/Train/00012/00016_00002.ppm,12
954,./data/Train/00002/00031_00024.ppm,2
308,./data/Train/00018/00010_00008.ppm,18
176,./data/Train/00007/00005_00026.ppm,7
266,./data/Train/00036/00008_00026.ppm,36
14,./data/Train/00002/00000_00014.ppm,2
684,./data/Train/00031/00022_00024.ppm,31
935,./data/Train/00001/00031_00005.ppm,1
190,./data/Train/00031/00006_00010.ppm,31
448,./data/Train/00011/00014_00028.ppm,11
894,./data/Train/00013/00029_00024.ppm,13
1078,./data/Train/00002/00035_00028.ppm,2
598,./data/Train/00035/00019_00028.ppm,35
885,./data/Train/00008/00029_00015.ppm,8
907,./data/Train/00008/00030_00007.ppm,8
1373,./data/Train/00003/00045_00023.ppm,3
227,./data/Train/00027/00007_00017.ppm,27
79,./data/Train/00042/00002_00019.ppm,42
9,./data/Train/00006/00000_00009.ppm,6
307,./data/Train/00036/00010_00007.ppm,36
1948,./data/Train/00004/00064_00028.ppm,4
1697,./data/Train/00038/00056_00017.ppm,38
611,./data/Train/00004/00020_00011.ppm,4
187,./data/Train/00015/00006_00007.ppm,15
65,./data/Train/00011/00002_00005.ppm,11
648,./data/Train/00012/00021_00018.ppm,12
60,./data/Train/00001/00002_00000.ppm,1
1197,./data/Train/00010/00039_00027.ppm,10
205,./data/Train/00006/00006_00025.ppm,6
1436,./data/Train/00025/00047_00026.ppm,25
1409,./data/Train/00007/00046_00029.ppm,7
82,./data/Train/00034/00002_00022.ppm,34
1386,./data/Train/00008/00046_00006.ppm,8
595,./data/Train/00025/00019_00025.ppm,25
1620,./data/Train/00012/00054_00000.ppm,12
1289,./data/Train/00012/00042_00029.ppm,12
170,./data/Train/00028/00005_00020.ppm,28
163,./data/Train/00021/00005_00013.ppm,21
52,./data/Train/00035/00001_00022.ppm,35
1323,./data/Train/00013/00044_00003.ppm,13
1115,./data/Train/00013/00037_00005.ppm,13
1742,./data/Train/00012/00058_00002.ppm,12
1894,./data/Train/00002/00063_00004.ppm,2
16,./data/Train/00002/00000_00016.ppm,2
1711,./data/Train/00005/00057_00001.ppm,5
231,./data/Train/00001/00007_00021.ppm,1
1156,./data/Train/00035/00038_00016.ppm,35
146,./data/Train/00039/00004_00026.ppm,39
3,./data/Train/00004/00000_00003.ppm,4
682,./data/Train/00005/00022_00022.ppm,5
408,./data/Train/00030/00013_00018.ppm,30
594,./data/Train/00033/00019_00024.ppm,33
1602,./data/Train/00001/00053_00012.ppm,1
2074,./data/Train/00002/00069_00004.ppm,2
12,./data/Train/00038/00000_00012.ppm,38
83,./data/Train/00023/00002_00023.ppm,23
452,./data/Train/00025/00015_00002.ppm,25
541,./data/Train/00017/00018_00001.ppm,17
535,./data/Train/00026/00017_00025.ppm,26
2163,./data/Train/00002/00072_00003.ppm,2
539,./data/Train/00033/00017_00029.ppm,33
1090,./data/Train/00008/00036_00010.ppm,8
1023,./data/Train/00018/00034_00003.ppm,18
110,./data/Train/00029/00003_00020.ppm,29
380,./data/Train/00018/00012_00020.ppm,18
626,./data/Train/00035/00020_00026.ppm,35
0,./data/Train/00039/00000_00000.ppm,39
2228,./data/Train/00002/00074_00008.ppm,2
461,./data/Train/00017/00015_00011.ppm,17
938,./data/Train/00001/00031_00008.ppm,1
91,./data/Train/00030/00003_00001.ppm,30
235,./data/Train/00018/00007_00025.ppm,18
206,./data/Train/00010/00006_00026.ppm,10
1098,./data/Train/00011/00036_00018.ppm,11
573,./data/Train/00002/00019_00003.ppm,2
160,./data/Train/00028/00005_00010.ppm,28
137,./data/Train/00031/00004_00017.ppm,31
399,./data/Train/00034/00013_00009.ppm,34
706,./data/Train/00018/00023_00016.ppm,18
699,./data/Train/00025/00023_00009.ppm,25
39,./data/Train/00021/00001_00009.ppm,21
630,./data/Train/00017/00021_00000.ppm,17
30,./data/Train/00016/00001_00000.ppm,16
322,./data/Train/00030/00010_00022.ppm,30
2007,./data/Train/00002/00066_00027.ppm,2
744,./data/Train/00017/00024_00024.ppm,17
513,./data/Train/00035/00017_00003.ppm,35
118,./data/Train/00029/00003_00028.ppm,29
1456,./data/Train/00038/00048_00016.ppm,38
1032,./data/Train/00001/00034_00012.ppm,1
483,./data/Train/00018/00016_00003.ppm,18
656,./data/Train/00007/00021_00026.ppm,7
856,./data/Train/00038/00028_00016.ppm,38
2093,./data/Train/00002/00069_00023.ppm,2
670,./data/Train/00038/00022_00010.ppm,38
1830,./data/Train/00038/00061_00000.ppm,38
435,./data/Train/00012/00014_00015.ppm,12
32,./data/Train/00034/00001_00002.ppm,34
1745,./data/Train/00001/00058_00005.ppm,1
1637,./data/Train/00001/00054_00017.ppm,1
1658,./data/Train/00001/00055_00008.ppm,1
1799,./data/Train/00002/00059_00029.ppm,2
25,./data/Train/00042/00000_00025.ppm,42
639,./data/Train/00017/00021_00009.ppm,17
1160,./data/Train/00001/00038_00020.ppm,1
347,./data/Train/00005/00011_00017.ppm,5
349,./data/Train/00002/00011_00019.ppm,2
1137,./data/Train/00002/00037_00027.ppm,2
180,./data/Train/00015/00006_00000.ppm,15
1256,./data/Train/00009/00041_00026.ppm,9
350,./data/Train/00007/00011_00020.ppm,7
72,./data/Train/00038/00002_00012.ppm,38
621,./data/Train/00031/00020_00021.ppm,31
2015,./data/Train/00002/00067_00005.ppm,2
1461,./data/Train/00012/00048_00021.ppm,12
190,./data/Train/00015/00006_00010.ppm,15
624,./data/Train/00017/00020_00024.ppm,17
1787,./data/Train/00001/00059_00017.ppm,1
1085,./data/Train/00007/00036_00005.ppm,7
595,./data/Train/00015/00019_00025.ppm,15
1252,./data/Train/00004/00041_00022.ppm,4
113,./data/Train/00013/00003_00023.ppm,13
370,./data/Train/00038/00012_00010.ppm,38
2032,./data/Train/00013/00067_00022.ppm,13
216,./data/Train/00021/00007_00006.ppm,21
151,./data/Train/00007/00005_00001.ppm,7
388,./data/Train/00030/00012_00028.ppm,30
1950,./data/Train/00010/00065_00000.ppm,10
946,./data/Train/00017/00031_00016.ppm,17
1343,./data/Train/00010/00044_00023.ppm,10
1837,./data/Train/00004/00061_00007.ppm,4
1297,./data/Train/00010/00043_00007.ppm,10
311,./data/Train/00028/00010_00011.ppm,28
215,./data/Train/00040/00007_00005.ppm,40
494,./data/Train/00013/00016_00014.ppm,13
74,./data/Train/00027/00002_00014.ppm,27
327,./data/Train/00017/00010_00027.ppm,17
335,./data/Train/00025/00011_00005.ppm,25
46,./data/Train/00022/00001_00016.ppm,22
1584,./data/Train/00013/00052_00024.ppm,13
1343,./data/Train/00038/00044_00023.ppm,38
598,./data/Train/00002/00019_00028.ppm,2
695,./data/Train/00008/00023_00005.ppm,8
74,./data/Train/00037/00002_00014.ppm,37
977,./data/Train/00009/00032_00017.ppm,9
2120,./data/Train/00002/00070_00020.ppm,2
1978,./data/Train/00010/00065_00028.ppm,10
1015,./data/Train/00008/00033_00025.ppm,8
1294,./data/Train/00007/00043_00004.ppm,7
1168,./data/Train/00038/00038_00028.ppm,38
708,./data/Train/00012/00023_00018.ppm,12
687,./data/Train/00033/00022_00028.ppm,33
1478,./data/Train/00038/00049_00008.ppm,38
496,./data/Train/00008/00016_00016.ppm,8
438,./data/Train/00008/00014_00018.ppm,8
83,./data/Train/00039/00002_00023.ppm,39
306,./data/Train/00038/00010_00006.ppm,38
58,./data/Train/00000/00001_00028.ppm,0
1057,./data/Train/00004/00035_00007.ppm,4
653,./data/Train/00038/00021_00023.ppm,38
1159,./data/Train/00001/00038_00019.ppm,1
964,./data/Train/00007/00032_00004.ppm,7
1801,./data/Train/00005/00060_00001.ppm,5
813,./data/Train/00002/00027_00003.ppm,2
575,./data/Train/00017/00019_00005.ppm,17
55,./data/Train/00029/00001_00025.ppm,29
115,./data/Train/00007/00003_00025.ppm,7
366,./data/Train/00005/00012_00006.ppm,5
809,./data/Train/00003/00026_00029.ppm,3
1280,./data/Train/00009/00042_00020.ppm,9
902,./data/Train/00003/00030_00002.ppm,3
698,./data/Train/00017/00023_00008.ppm,17
1438,./data/Train/00007/00047_00028.ppm,7
525,./data/Train/00015/00017_00015.ppm,15
1797,./data/Train/00005/00059_00027.ppm,5
409,./data/Train/00013/00013_00019.ppm,13
812,./data/Train/00008/00027_00002.ppm,8
250,./data/Train/00030/00008_00010.ppm,30
196,./data/Train/00006/00006_00016.ppm,6
320,./data/Train/00014/00010_00020.ppm,14
686,./data/Train/00035/00022_00026.ppm,35
568,./data/Train/00001/00018_00028.ppm,1
1566,./data/Train/00004/00052_00006.ppm,4
74,./data/Train/00018/00002_00014.ppm,18
1063,./data/Train/00017/00035_00013.ppm,17
257,./data/Train/00024/00008_00017.ppm,24
515,./data/Train/00033/00017_00005.ppm,33
332,./data/Train/00009/00011_00002.ppm,9
162,./data/Train/00020/00005_00012.ppm,20
1584,./data/Train/00004/00052_00024.ppm,4
1710,./data/Train/00002/00057_00000.ppm,2
1249,./data/Train/00012/00041_00019.ppm,12
153,./data/Train/00038/00005_00003.ppm,38
1217,./data/Train/00011/00040_00017.ppm,11
182,./data/Train/00007/00006_00002.ppm,7
1776,./data/Train/00038/00059_00006.ppm,38
1349,./data/Train/00004/00044_00029.ppm,4
606,./data/Train/00025/00020_00006.ppm,25
233,./data/Train/00005/00007_00023.ppm,5
259,./data/Train/00034/00008_00019.ppm,34
857,./data/Train/00002/00028_00017.ppm,2
899,./data/Train/00025/00029_00029.ppm,25
527,./data/Train/00038/00017_00017.ppm,38
146,./data/Train/00020/00004_00026.ppm,20
701,./data/Train/00002/00023_00011.ppm,2
1325,./data/Train/00003/00044_00005.ppm,3
655,./data/Train/00025/00021_00025.ppm,25
191,./data/Train/00002/00006_00011.ppm,2
2050,./data/Train/00001/00068_00010.ppm,1
1716,./data/Train/00012/00057_00006.ppm,12
1612,./data/Train/00013/00053_00022.ppm,13
766,./data/Train/00038/00025_00016.ppm,38
345,./data/Train/00030/00011_00015.ppm,30
340,./data/Train/00023/00011_00010.ppm,23
89,./data/Train/00000/00002_00029.ppm,0
224,./data/Train/00030/00007_00014.ppm,30
831,./data/Train/00002/00027_00021.ppm,2
230,./data/Train/00016/00007_00020.ppm,16
410,./data/Train/00009/00013_00020.ppm,9
357,./data/Train/00004/00011_00027.ppm,4
1132,./data/Train/00001/00037_00022.ppm,1
833,./data/Train/00012/00027_00023.ppm,12
484,./data/Train/00005/00016_00004.ppm,5
1949,./data/Train/00001/00064_00029.ppm,1
422,./data/Train/00015/00014_00002.ppm,15
249,./data/Train/00016/00008_00009.ppm,16
1360,./data/Train/00001/00045_00010.ppm,1
174,./data/Train/00007/00005_00024.ppm,7
1341,./data/Train/00012/00044_00021.ppm,12
180,./data/Train/00013/00006_00000.ppm,13
831,./data/Train/00038/00027_00021.ppm,38
269,./data/Train/00013/00008_00029.ppm,13
1160,./data/Train/00005/00038_00020.ppm,5
197,./data/Train/00020/00006_00017.ppm,20
655,./data/Train/00010/00021_00025.ppm,10
573,./data/Train/00008/00019_00003.ppm,8
115,./data/Train/00027/00003_00025.ppm,27
1002,./data/Train/00003/00033_00012.ppm,3
1330,./data/Train/00008/00044_00010.ppm,8
991,./data/Train/00011/00033_00001.ppm,11
859,./data/Train/00018/00028_00019.ppm,18
1864,./data/Train/00002/00062_00004.ppm,2
118,./data/Train/00028/00003_00028.ppm,28
1308,./data/Train/00009/00043_00018.ppm,9
395,./data/Train/00003/00013_00005.ppm,3
75,./data/Train/00029/00002_00015.ppm,29
2024,./data/Train/00001/00067_00014.ppm,1
328,./data/Train/00040/00010_00028.ppm,40
1234,./data/Train/00002/00041_00004.ppm,2
1514,./data/Train/00010/00050_00014.ppm,10
226,./data/Train/00031/00007_00016.ppm,31
15,./data/Train/00032/00000_00015.ppm,32
952,./data/Train/00025/00031_00022.ppm,25
393,./data/Train/00015/00013_00003.ppm,15
913,./data/Train/00035/00030_00013.ppm,35
603,./data/Train/00007/00020_00003.ppm,7
8,./data/Train/00037/00000_00008.ppm,37
530,./data/Train/00011/00017_00020.ppm,11
972,./data/Train/00003/00032_00012.ppm,3
460,./data/Train/00014/00015_00010.ppm,14
612,./data/Train/00009/00020_00012.ppm,9
692,./data/Train/00018/00023_00002.ppm,18
284,./data/Train/00013/00009_00014.ppm,13
115,./data/Train/00033/00003_00025.ppm,33
991,./data/Train/00009/00033_00001.ppm,9
626,./data/Train/00031/00020_00026.ppm,31
108,./data/Train/00001/00003_00018.ppm,1
889,./data/Train/00008/00029_00019.ppm,8
300,./data/Train/00013/00010_00000.ppm,13
974,./data/Train/00003/00032_00014.ppm,3
221,./data/Train/00031/00007_00011.ppm,31
440,./data/Train/00038/00014_00020.ppm,38
1769,./data/Train/00013/00058_00029.ppm,13
191,./data/Train/00037/00006_00011.ppm,37
377,./data/Train/00035/00012_00017.ppm,35
44,./data/Train/00028/00001_00014.ppm,28
649,./data/Train/00009/00021_00019.ppm,9
637,./data/Train/00017/00021_00007.ppm,17
404,./data/Train/00016/00013_00014.ppm,16
2018,./data/Train/00012/00067_00008.ppm,12
220,./data/Train/00012/00007_00010.ppm,12
599,./data/Train/00015/00019_00029.ppm,15
153,./data/Train/00014/00005_00003.ppm,14
25,./data/Train/00014/00000_00025.ppm,14
371,./data/Train/00030/00012_00011.ppm,30
327,./data/Train/00007/00010_00027.ppm,7
2,./data/Train/00002/00000_00002.ppm,2
107,./data/Train/00038/00003_00017.ppm,38
1613,./data/Train/00001/00053_00023.ppm,1
279,./data/Train/00022/00009_00009.ppm,22
1250,./data/Train/00005/00041_00020.ppm,5
1654,./data/Train/00013/00055_00004.ppm,13
226,./data/Train/00026/00007_00016.ppm,26
202,./data/Train/00028/00006_00022.ppm,28
285,./data/Train/00002/00009_00015.ppm,2
80,./data/Train/00012/00002_00020.ppm,12
55,./data/Train/00009/00001_00025.ppm,9
787,./data/Train/00008/00026_00007.ppm,8
1403,./data/Train/00001/00046_00023.ppm,1
1937,./data/Train/00013/00064_00017.ppm,13
344,./data/Train/00038/00011_00014.ppm,38
135,./data/Train/00028/00004_00015.ppm,28
5,./data/Train/00040/00000_00005.ppm,40
218,./data/Train/00007/00007_00008.ppm,7
1877,./data/Train/00004/00062_00017.ppm,4
59,./data/Train/00034/00001_00029.ppm,34
228,./data/Train/00017/00007_00018.ppm,17
616,./data/Train/00007/00020_00016.ppm,7
26,./data/Train/00012/00000_00026.ppm,12
1300,./data/Train/00009/00043_00010.ppm,9
264,./data/Train/00023/00008_00024.ppm,23
1295,./data/Train/00025/00043_00005.ppm,25
251,./data/Train/00034/00008_00011.ppm,34
1623,./data/Train/00004/00054_00003.ppm,4
882,./data/Train/00003/00029_00012.ppm,3
1534,./data/Train/00010/00051_00004.ppm,10
1074,./data/Train/00013/00035_00024.ppm,13
539,./data/Train/00008/00017_00029.ppm,8
1324,./data/Train/00013/00044_00004.ppm,13
923,./data/Train/00025/00030_00023.ppm,25
1428,./data/Train/00025/00047_00018.ppm,25
829,./data/Train/00038/00027_00019.ppm,38
518,./data/Train/00031/00017_00008.ppm,31
476,./data/Train/00038/00015_00026.ppm,38
461,./data/Train/00025/00015_00011.ppm,25
65,./data/Train/00010/00002_00005.ppm,10
507,./data/Train/00005/00016_00027.ppm,5
949,./data/Train/00011/00031_00019.ppm,11
1104,./data/Train/00008/00036_00024.ppm,8
328,./data/Train/00013/00010_00028.ppm,13
178,./data/Train/00011/00005_00028.ppm,11
